Captions,Label
"['natural', 'australian', 'opal', 'doublets', 'mm', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['unbeatable', 'deal']",Not Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['lucky', 'tire', 'wheels', 'best', 'deal', 'wheels', 'tires', 'wheels', 'tires', 'liftkit', 'drop', 'kit']",Not Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['harleydavidson', 'flhrc', 'road', 'king', 'classic']",Not Scam
"['last', 'one', 'today', 'thankyou', 'everyone', 'natural', 'australian', 'opal', 'doublets', 'ct', 'reference', 'coin', 'penny', 'mm', 'please', 'claim', 'mine', 'first', 'class', 'usps', 'shipping', 'international', 'shipping', 'canada', 'please', 'send', 'dm', 'international', 'first', 'one', 'claim', 'mine', 'wins', 'natural', 'bestdeals', 'turquoise', 'sale', 'turquoiseterritory', 'turquoise', 'diamonds', 'cab', 'cabs', 'cabochon', 'cabochonmaker', 'cabsforsale', 'camericanturquoiseabsupplier', 'turquoise', 'nevada', 'forsale', 'turquoiseoverdiamonds', 'cabsforsale', 'cabachonsupplier', 'cabachons', 'silversmith', 'turquoisejewelry', 'turquoiseterritory', 'cabsforsale', 'instasmithy', 'roystonturquoise', 'sonorangoldturquoise']",Scam
"['harleydavidson', 'fxbb', 'street', 'bob']",Not Scam
"['surf', 'skyline', 'views', 'sunny', 'vibessydney', 'ultimate', 'travel', 'destination', 'whether', 'youre', 'lounging', 'bondi', 'beach', 'snapping', 'pics', 'sydney', 'opera', 'house', 'theres', 'something', 'every', 'traveler']",Not Scam
"['apartamente', 'te', 'hora', 'vertikale', 'te', 'dhjetori']",Not Scam
"['harleydavidson', 'flhrxs', 'road', 'king', 'special']",Not Scam
"['harleydavidson', 'fxlrs', 'low', 'rider']",Not Scam
"['google', 'pixel', 'available', 'discounted', 'price']",Not Scam
"['kia', 'forte', 'lxs', 'sold']",Not Scam
"['harleydavidson', 'xln', 'sportster', 'iron', 'miles']",Not Scam
"['truck', 'month', 'dont', 'miss', 'unbeatable', 'deals', 'shawnee', 'mission', 'ford', 'stop', 'today', 'drive', 'home', 'dream', 'truck']",Not Scam
"['beautiful', 'lightweight', 'floral', 'spring', 'blouse', 'j', 'crew', 'pretty', 'print', 'ruffled', 'collar', 'detail', 'making', 'perfect', 'girly', 'girl', 'loves', 'warmer', 'weather', 'size', 'available', 'small', 'offers', 'accepted']",Not Scam
"['shoes', 'cool', 'theyre', 'size', 'youth', 'sameday', 'hold', 'please', 'give', 'us', 'call']",Scam
"['sold', 'alfa', 'romeo', 'giulia', 'ti', 'loaner', 'signed', 'delivered', 'come', 'get', 'alfa', 'romeo', 'today', 'amazing', 'deals', 'going', 'right', 'nowautobroker', 'autobrokers', 'autobrokerage', 'autobrokersales', 'autobrokerdeals', 'autobrokersinla', 'autobrokerorangecounty', 'leasingagent', 'leasingcompany', 'carleasing', 'bestdeals', 'luxurylifestyle', 'luxury', 'alfaromeo', 'celebrity', 'orangecounty', 'anaheim', 'santamonica', 'palmsprings', 'sandiego', 'inlandempire', 'riversidecounty', 'venturacounty', 'southbay', 'longbeach', 'glendale', 'losangeles', 'hollywood', 'newportbeach', 'norcal']",Scam
"['vera', 'bradley', 'purse']",Not Scam
"['sold', 'vw', 'jetta', 'sport', 'signed', 'delivered', 'come', 'get', 'vw', 'today', 'amazing', 'deals', 'going', 'right', 'nowautobroker', 'autobrokers', 'autobrokerage', 'autobrokersales', 'autobrokerdeals', 'autobrokersinla', 'autobrokerorangecounty', 'leasingagent', 'leasingcompany', 'carleasing', 'bestdeals', 'luxury', 'luxurylifestyle', 'vw', 'celebrity', 'orangecounty', 'anaheim', 'santamonica', 'palmsprings', 'sandiego', 'inlandempire', 'riversidecounty', 'venturacounty', 'southbay', 'longbeach', 'glendale', 'losangeles', 'hollywood', 'newportbeach', 'norcal']",Scam
"['huge', 'congratulations', 'amazing', 'client', 'sarah', 'marsolais', 'new', 'ride', 'thrilled', 'helped', 'upgrade', 'stunning', 'dodge', 'ram', 'sporty', 'powerhouse', 'thats', 'blue', 'sky', 'beautiful', 'wednesday', 'afternoon', 'especially', 'bgccornwallsdg', 'pink', 'shirt', 'day']",Not Scam
"['nagradna', 'igra', 'veera', 'za', 'dvoje']",Not Scam
"['giveaway', 'alert']",Scam
"['done', 'sweater', 'weather', 'personally', 'cant', 'decide']",Not Scam
"['entries', 'must', 'received', 'pm', 'est', 'tonight', 'february', 'military', 'tribute', 'banners', 'review', 'honorees', 'story', 'select', 'one', 'winner', 'military', 'tribute', 'honor', 'flag', 'giveaway', 'post', 'winner', 'friday', 'february']",Scam
"['chocolate', 'wedding', 'babyshower', 'graduation', 'party', 'giveaway']",Scam
"['playerspass', 'giveaway', 'piece', 'cricket', 'greatness']",Scam
"['simple', 'timeless', 'pearl', 'heart', 'bracelet', 'gold', 'spacer', 'beads', 'made', 'variation', 'spacer', 'beads', 'even', 'half', 'half', 'combination', 'hearts', 'colour', 'customised', 'however', 'wish']",Not Scam
"['tatianaofficial', 'models', 'makeupartist', 'makeup', 'chemistrylove', 'gamer', 'game', 'girl', 'giveaway', 'gym', 'tiktok', 'blogger', 'selfie', 'cameraarkasi']",Scam
"['whos', 'ready', 'fresh', 'mountain', 'air']",Not Scam
"['happy', 'nd', 'book', 'birthday', 'total', 'obsession']",Not Scam
"['posted', 'withregram', 'vantrueofficial', 'vantrue', 'e', 'pro', 'giveaway', 'alert']",Scam
"['happy', 'announce', 'finally', 'hit', 'followers', 'page']",Not Scam
"['score', 'official', 'library', 'card', 'las', 'vegas', 'raiders', 'libraryloversmonth', 'celebration', 'enter', 'giveaway', 'win', 'cool', 'prizes']",Scam
['giveaway'],Scam
"['road', 'followers', 'want', 'celebrate']",Not Scam
"['okay', 'feel', 'little', 'lost', 'artist', 'giveaway', 'newmusic', 'upcomingartist', 'rcarecords', 'lifestyle', 'followforfollowback', 'miami', 'hiphop', 'drake', 'kendricklamar', 'followme', 'viral', 'famous']",Scam
"['tmc', 'tshirt', 'giveaway']",Scam
"['chicas', 'es', 'hora', 'de', 'consentirnos']",Not Scam
"['posted', 'withregram', 'babyhug', 'babyhug', 'kick', 'scooter', 'giveaway']",Scam
"['spotlight', 'time', 'thank', 'jaimerockstarbooktours', 'camillatracy', 'tour', 'life', 'little', 'chaotic', 'excited', 'get', 'package', 'mail', 'really', 'made', 'day', 'thank', 'much']",Not Scam
"['huge', 'thank', 'roniveesboutique', 'hosting', 'spectacular', 'giveaway', 'fortunate', 'enough', 'win', 'following', 'lil', 'getting', 'prizes', 'means', 'much', 'tyyyy', 'please', 'go', 'follow']",Scam
"['orders', 'absolutely', 'blown', 'away', 'support', 'celebrate', 'amazing', 'milestone', 'giving', 'away', 'gift', 'card', 'online', 'boutique']",Not Scam
"['free', 'screening']",Not Scam
"['giveaway', 'players', 'life', 'guadalajara', 'vicecycle', 'te', 'invitan', 'una', 'de', 'sus', 'clases', 'de', 'ride', 'una', 'el', 'da', 'sbado', 'de', 'marzo', 'las', 'pm', 'la', 'otra', 'el', 'da', 'domingo', 'de', 'marzo', 'las']",Scam
"['lightsonlefloss', 'got', 'yard', 'sign', 'lowes', 'gift', 'card', 'delivered', 'today', 'ive', 'decided', 'give', 'away', 'gift', 'card', 'norwalk', 'resident', 'need', 'details']",Not Scam
"['congrats', 'faithwosmek', 'jfr', 'gift', 'card']",Not Scam
"['concours', 'tutoriel', 'le', 'n', 'le', 'chat', 'pdf', 'disponible', 'en', 'franais', 'en', 'english', 'us', 'term']",Not Scam
"['manelove', 'giveaway', 'biomaneproducts']",Scam
"['carnaval', 'con', 'farmacias', 'pez']",Not Scam
"['repost', 'justalilzilla']",Not Scam
"['giveaway', 'za', 'mart']",Scam
['winitwednesday'],Not Scam
"['packing', 'special', 'custom', 'press', 'set', 'valentines', 'giveaway', 'winner']",Scam
"['competition', 'time']",Not Scam
"['giveaway', 'two', 'picks']",Scam
"['sephora', 'giveaway']",Scam
"['stu', 'par', 'pemnang', 'mdal', 'rech', 'dijmn', 'mnang', 'bnyk']",Not Scam
"['peace', 'youtubenardonation']",Not Scam
"['mean', 'miss', 'mega', 'massive', 'break', 'show', 'saturday', 'statue', 'giveaways', 'lots', 'hot', 'hot', 'hot', 'ladies', 'pm', 'est', 'link', 'bio', 'check', 'story']",Not Scam
['ateno'],Not Scam
"['giveaway', 'time']",Scam
"['much', 'fun', 'meeting', 'everyone', 'mizzou', 'housing', 'fair', 'hope', 'place', 'assist', 'housing', 'needs', 'sure', 'check', 'emails', 'weve', 'already', 'reached', 'connect']",Not Scam
"['competition', 'mums', 'star']",Not Scam
"['doesnt', 'want', 'free', 'money', 'support', 'good', 'cause', 'small', 'businesses', 'well', 'adorable', 'items', 'make', 'smile', 'every', 'time', 'see']",Not Scam
"['lets', 'play', 'game']",Not Scam
"['live', 'draw', 'tomorrow', 'sold']",Not Scam
"['introducing', 'evas', 'march', 'madness', 'first', 'special', 'dropping', 'friday', 'stay', 'tuned']",Scam
"['daily', 'quiz', 'ramadan', 'understand', 'health', 'nutrition', 'better', 'fasting', 'win', 'cash']",Not Scam
"['huge', 'congrats', 'gary', 'lucky', 'winner', 'bbq', 'giveaway', 'moretonbayexpo', 'hope', 'enjoy', 'plenty', 'delicious', 'bbq', 'feasts']",Scam
"['concours', 'gagne', 'pour', 'plus', 'de', 'de', 'supplments', 'produits', 'de', 'chez', 'shopsante']",Not Scam
"['participa', 'en', 'nuestro', 'giveaway', 'del', 'diplomado', 'en', 'psicologa', 'clnica']",Scam
"['return', 'active', 'play']",Not Scam
"['giveaway', 'time']",Scam
"['hadiah', 'mingguan', 'untuk', 'semua', 'player']",Not Scam
"['winner', 'winner', 'steak', 'dinner']",Not Scam
"['well', 'done', 'winners', 'tonight', 'instant', 'winners', 'today']",Not Scam
"['excited', 'attending', 'crufts', 'year', 'nutravet']",Not Scam
['shopperfectlymadecom'],Not Scam
"['mart', 'giveaway', 'poklon', 'za', 'nae', 'dame']",Scam
"['im', 'excited', 'celebrate', 'years', 'beautiful', 'colors']",Not Scam
"['quick', 'sneak', 'peek', 'product', 'raffles', 'ill', 'giving', 'away', 'crunchmonroe', 'saturdays', 'pre', 'sale', 'party', 'ampm', 'dont', 'miss', 'opportunity', 'take', 'home', 'amazing', 'hair', 'products']",Scam
"['giveaway', 'time', 'know', 'anything', 'page', 'know', 'love', 'siser', 'said', 'partnered', 'together', 'experience', 'amazing', 'products', 'win', 'would', 'create', 'new', 'juliet']",Scam
"['comment', 'chop', 'life', 'may', 'win', 'snack', 'box', 'us']",Not Scam
"['southlake', 'ready', 'one', 'biggest', 'events', 'year']",Scam
"['small', 'irish', 'jeweller', 'please', 'buy', 'support', 'smallbusiness', 'smallbusinesssupport', 'smallbusiness', 'owner', 'fyp', 'support', 'jeweller', 'irish', 'giveaway']",Scam
"['almost', 'march', 'means', 'marchmadness', 'upon', 'us', 'grab', 'shirt', 'us', 'crown', 'bracket', 'challenge', 'winner', 'httpswwwebaycomstrsteelcityclothingcompanyllc', 'giveaway', 'ncaa', 'collegebasketball']",Scam
"['happy', 'winitwednesday', 'today', 'giving', 'away', 'instax', 'mini', 'camera', 'entered', 'win', 'comment', 'want', 'take', 'selfie']",Not Scam
"['win', 'ride', 'along', 'fuelfest', 'tampa', 'florida', 'winners', 'ride', 'driftfactory', 'cars']",Not Scam
"['exclusive', 'berry', 'crumble', 'giveaway']",Scam
"['busy', 'work', 'week']",Not Scam
"['swag', 'giveaway']",Scam
"['thanks', 'generous', 'sponsor', 'one', 'lucky', 'followers', 'chance', 'win', 'free', 'photoshoot', 'amazing', 'giveaway', 'includes', 'hour', 'shoot', 'time', 'beautiful', 'images', 'returned', 'perfect', 'portraits', 'small', 'families', 'couples']",Scam
"['march', 'giveaway']",Scam
"['celebrate', 'fat', 'tuesday', 'us', 'pig', 'delicious', 'paczki']",Not Scam
"['win', 'wednesday']",Not Scam
"['giveaway', 'time', 'much', 'little', 'spring', 'break', 'auburn']",Scam
"['one', 'year', 'nails', 'im', 'giveaway', 'thank', 'guys', 'much', 'supporting', 'journey', 'appreciate', 'every', 'single', 'one', 'guys']",Scam
"['persnliche', 'frage', 'seit', 'wann', 'sammelst', 'du']",Not Scam
